Symbol,Sector,Price,ADX,RSI,AdaptMom,% EMA200,Volume,Score,Gravity,Zone,🔮Future,🧠CPI,🏛️IET,🐳Whale,Phase/Signals,Signal,Direction,Confidence%,SmartRank,Action,Timeframe,Entry,Stop,Target,Size,WinRate%,R:R,🔥InstConf,ATR Risk,Trend,ATR,VWAP%,VolZ,Signal Reason,🛡️Guard
SAUD,BANKS,18.28,29.7,54,-5.0,+24.1%,0.4x,7,▫️ LIGHT,🟡 MID,0.19,0.10,0.20,0.11,🔴🔵BASE,#11 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,10.93,WAIT,📆 Position (wks),18.28,18.28,18.28,1,—,0.0x,—,⚠️ HIGH,→,0.70,-0.7%,-1.0, | 📊 Rank too low: 10.9 < 16.8,✅ OK
ETEL,SERVICES,88.00,40.4,50,-7.0,+44.6%,0.9x,5,▫️ LIGHT,🟡 MID,0.38,0.11,0.40,0.33,🔴🧿🔵BASE,#12 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,10.42,WAIT,📆 Position (wks),88.00,88.00,88.00,1,—,0.0x,—,⚠️ HIGH,→,4.75,-6.9%,-0.3, | 📊 Rank too low: 10.4 < 16.8,✅ OK
TMGH,REAL_ESTATE,80.59,33.9,39,-14.6,+14.8%,1.3x,6,▫️ LIGHT,🔴 LATE,0.29,0.10,0.45,0.56,🔴⚠️CLIMAX_SELL,#13 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,10.16,WAIT,📆 Position (wks),80.59,80.59,80.59,1,—,0.0x,—,⚠️ HIGH,→,4.01,-8.0%,0.5, | 📊 Rank too low: 10.2 < 16.8,✅ OK
SWDY,ENERGY,77.93,25.3,48,-0.5,+1.2%,0.4x,6,▫️ LIGHT,🔴 LATE,0.48,0.10,0.50,0.33,🔴🔕🔀BEAR_DIV,#14 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,10.09,WAIT,📆 Position (wks),77.93,77.93,77.93,1,—,0.0x,—,⚠️ HIGH,→,3.60,-2.2%,-0.5, | 📊 Rank too low: 10.1 < 16.8,✅ OK
CIEB,BANKS,21.69,36.8,35,-7.3,+2.4%,0.7x,5,▫️ LIGHT,🔴 LATE,0.29,0.19,0.30,0.33,🔴⚠️CLIMAX_SELL,#15 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,9.46,WAIT,📆 Position (wks),21.69,21.69,21.69,1,—,0.0x,—,⚠️ HIGH,→,0.98,-7.3%,-0.5, | 📊 Rank too low: 9.5 < 16.8,✅ OK
EGTS,SERVICES,7.19,35.6,33,-6.7,-7.9%,0.8x,2,▫️ LIGHT,🔴 LATE,0.00,0.10,0.30,0.33,🔴🟢BULL_CONF,#16 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,9.05,WAIT,📆 Position (wks),7.19,7.19,7.19,1,—,0.0x,—,🟡 MED,→,0.22,-6.2%,-0.2, | 📊 Rank too low: 9.0 < 16.8,✅ OK
OCDI,REAL_ESTATE,18.40,21.8,49,-4.3,-34.6%,0.7x,2,▫️ LIGHT,🟡 MID,0.00,0.22,0.65,0.50,🔴🧿🔕🔀BEAR_DIV,#17 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,8.89,WAIT,📆 Position (wks),18.40,18.40,18.40,1,—,0.0x,—,⚠️ HIGH,→,1.00,-5.2%,-0.3, | 📊 Rank too low: 8.9 < 16.8,✅ OK
HRHO,SERVICES,26.10,29.6,37,-7.2,-2.0%,0.9x,3,▫️ LIGHT,🔴 LATE,0.00,0.10,0.30,0.33,🔴🔕⚠️CLIMAX_SELL,#18 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,8.76,WAIT,📆 Position (wks),26.10,26.10,26.10,1,—,0.0x,—,⚠️ HIGH,→,1.15,-11.9%,-0.2, | 📊 Rank too low: 8.8 < 16.8,✅ OK
CNFN,BANKS,4.02,39.0,35,-13.0,-14.6%,0.9x,2,▫️ LIGHT,🔴 LATE,0.00,0.10,0.30,0.33,🔴🟢BULL_CONF,#19 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,8.71,WAIT,📆 Position (wks),4.02,4.02,4.02,1,—,0.0x,—,🟡 MED,→,0.17,-9.5%,-0.2, | 📊 Rank too low: 8.7 < 16.8,✅ OK
ORWE,SERVICES,22.33,27.3,45,-2.9,-1.9%,0.6x,3,▫️ LIGHT,🔴 LATE,0.00,0.20,0.50,0.33,🔴🔕🔀BEAR_DIV,#20 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,8.59,WAIT,📆 Position (wks),22.33,22.33,22.33,1,—,0.0x,—,⚠️ HIGH,→,0.71,-4.5%,-0.4, | 📊 Rank too low: 8.6 < 16.8,✅ OK
ADIB,BANKS,38.65,31.4,49,-7.8,+22.8%,0.9x,7,▫️ LIGHT,🟡 MID,0.19,0.10,0.20,0.11,🔴⚠️CLIMAX_SELL,#21 → 📊 WAIT (Rank),⏸️ NEUTRAL,0.0%,8.27,WAIT,📆 Position (wks),38.65,38.65,38.65,1,—,0.0x,—,⚠️ HIGH,→,2.28,-4.2%,-0.4, | 📊 Rank too low: 8.3 < 16.8,✅ OK
AMOC,INDUSTRIAL,7.61,23.3,66,+4.2,+9.6%,0.9x,14,▫️ LIGHT,🟡 MID,0.29,0.13,0.30,0.50,🔵🔀BEAR_DIV,#22 → ⛔ WAIT (Sector),⏸️ NEUTRAL,0.0%,0.00,WAIT,📆 Position (wks),7.61,7.61,7.61,1,—,0.0x,—,⚠️ HIGH,→,0.27,4.4%,-0.1," | ⛔ Sector blacklisted: INDUSTRIAL (BT: WR<10%, PnL<-25%)",✅ OK
KZPC,INDUSTRIAL,9.92,19.6,49,+1.7,-4.0%,0.3x,7,▫️ LIGHT,🟢 EARLY,0.62,0.10,0.65,0.50,🟡🧿🟢BULL_CONF,#23 → ⛔ WAIT (Sector),⏸️ NEUTRAL,0.0%,0.00,WAIT,📆 Position (wks),9.92,9.92,9.92,1,—,0.0x,—,⚠️ HIGH,→,0.37,-2.0%,-1.0," | ⛔ Sector blacklisted: INDUSTRIAL (BT: WR<10%, PnL<-25%)",✅ OK
SKPC,INDUSTRIAL,17.30,23.0,62,+3.1,-6.5%,0.6x,11,▫️ LIGHT,🟡 MID,0.29,0.16,0.30,0.50,🔵🔔🟢BULL_CONF,#24 → ⛔ WAIT (Sector),⏸️ NEUTRAL,0.0%,0.00,WAIT,📆 Position (wks),17.30,17.30,17.30,1,—,0.0x,—,⚠️ HIGH,→,0.69,3.2%,-0.6," | ⛔ Sector blacklisted: INDUSTRIAL (BT: WR<10%, PnL<-25%)",✅ OK
